ID_Moneda,Nombre_Moneda,Simbolo,Anio,Mes_Nombre,Mes_Referencia,Precio_Promedio_Mensual,Maximo_Mensual,Minimo_Mensual,Precio_Inicio_Mes,Precio_Fin_Mes,Volatilidad_Media_Mensual,Volumen_Promedio_Mensual,Mes_Orden,Retorno_Mensual_Real
binance-staked-sol,Binance Staked SOL,BNSOL,2025,December,2025-12-01,144.32,150.42,137.32,150.42,137.32,3.4583836883425128,4083613.746667,12,-0.0871
blackrock-usd-institutional-digital-liquidity-fund,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.0,0.000000,10,0.0000
dai,Dai,DAI,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.02070017238923187,99738516.559677,5,0.0000
official-trump,Official Trump,TRUMP,2025,September,2025-09-01,8.32,9.25,7.40,8.62,7.58,2.358934513894933,321675226.933000,9,-0.1207
paypal-usd,PayPal USD,PYUSD,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.02584096887431003,67908674.513333,9,0.0000
ripple,XRP,XRP,2025,March,2025-03-01,2.34,2.94,2.03,2.94,2.34,7.240013542491395,4995166662.122903,3,-0.2041
shiba-inu,Shiba Inu,SHIB,2025,January,2025-01-01,0.00,0.00,0.00,0.00,0.00,4.179816353554064,525990583.628387,1,
wbnb,Wrapped BNB,WBNB,2025,October,2025-10-01,1145.57,1310.39,1008.03,1025.87,1100.51,4.612255863424861,1306928156.887742,10,0.0728
wrapped-bitcoin,Wrapped Bitcoin,WBTC,2025,February,2025-02-01,95787.16,102358.49,83778.37,102358.49,83778.37,1.7907325106935699,500208287.603929,2,-0.1815
bitcoin,Bitcoin,BTC,2025,June,2025-06-01,105714.03,110261.57,100852.58,105434.48,107331.59,1.6973072693056637,28416806491.486333,6,0.0180
bitcoin,Bitcoin,BTC,2025,July,2025-07-01,115067.70,119955.80,105613.40,105613.40,117540.81,1.3044945286190732,40807734913.922903,7,0.1129
cosmos,Cosmos Hub,ATOM,2024,December,2024-12-01,8.07,10.42,6.29,9.90,6.60,6.014392082195901,407033704.879643,12,-0.3333
jupiter-perpetuals-liquidity-provider-token,Jupiter Perpetuals Liquidity Provider Token,JLP,2025,February,2025-02-01,4.32,4.73,3.80,4.44,3.83,1.8837266562084776,156667968.745000,2,-0.1374
kelp-dao-restaked-eth,Kelp DAO Restaked ETH,RSETH,2025,March,2025-03-01,2107.76,2608.27,1876.88,2608.27,1899.93,4.732892745711127,2797563.710645,3,-0.2716
okb,OKB,OKB,2025,July,2025-07-01,48.61,49.98,47.09,49.93,48.55,1.0519430046895,15944076.467419,7,-0.0276
polygon-ecosystem-token,POL (ex-MATIC),POL,2025,March,2025-03-01,0.23,0.30,0.20,0.27,0.20,4.742908133508881,90750685.044194,3,-0.2593
stellar,Stellar,XLM,2025,December,2025-12-01,0.24,0.25,0.23,0.25,0.23,3.0942639955621747,158499292.713333,12,-0.0800
wbnb,Wrapped BNB,WBNB,2025,September,2025-09-01,934.51,1048.76,843.30,857.70,968.47,2.1421383063688553,687013239.995333,9,0.1291
wrapped-eeth,Wrapped eETH,WEETH,2025,March,2025-03-01,2155.70,2670.44,1916.58,2670.44,2017.63,4.752595955470499,15446040.460000,3,-0.2445
falcon-finance,Falcon USD,USDF,2025,February,2025-02-01,1.00,1.00,1.00,1.00,1.00,0.030579726423314336,44493.546667,2,0.0000
figure-heloc,Figure Heloc,FIGR_HELOC,2025,December,2025-12-01,1.03,1.03,1.02,1.02,1.03,1.6387646715822053,15870094.166667,12,0.0098
hashnote-usyc,Circle USYC,USYC,2024,December,2024-12-01,1.08,1.09,1.07,1.07,1.08,0.5407744095129541,168353.202143,12,0.0093
leo-token,LEO Token,LEO,2025,September,2025-09-01,9.54,9.64,9.45,9.55,9.58,0.39987424067954386,639001.729667,9,0.0031
paypal-usd,PayPal USD,PYUSD,2025,August,2025-08-01,1.00,1.00,1.00,1.00,1.00,0.028630396181635372,54406985.218065,8,0.0000
syrupusdc,syrupUSDC,SYRUPUSDC,2025,March,2025-03-01,1.09,1.10,1.08,1.08,1.09,0.14648818740675376,383603.271667,3,0.0093
usd-coin,USDC,USDC,2025,August,2025-08-01,1.00,1.00,1.00,1.00,1.00,0.0053909684535476485,13053080541.605161,8,0.0000
hedera-hashgraph,Hedera,HBAR,2025,July,2025-07-01,0.22,0.29,0.14,0.15,0.26,6.217007937697162,569536634.917742,7,0.7333
quant-network,Quant,QNT,2025,May,2025-05-01,95.72,116.89,75.16,85.03,95.63,4.072238942563115,32638647.367419,5,0.1247
sky,Sky,SKY,2025,January,2025-01-01,0.06,0.07,0.04,0.06,0.05,3.0136522966087456,7062805.466452,1,-0.1667
aave,Aave,AAVE,2025,April,2025-04-01,148.60,172.73,124.95,166.44,165.81,5.475063879393399,270042393.348667,4,-0.0038
filecoin,Filecoin,FIL,2025,July,2025-07-01,2.55,2.93,2.20,2.26,2.76,3.40940422586391,226816798.357742,7,0.2212
official-trump,Official Trump,TRUMP,2025,April,2025-04-01,9.74,15.59,7.54,9.21,12.22,8.229696095071848,956642949.124667,4,0.3268
ethereum-classic,Ethereum Classic,ETC,2025,October,2025-10-01,17.08,20.04,14.56,18.43,15.98,4.587171317307999,102354303.453548,10,-0.1329
litecoin,Litecoin,LTC,2025,November,2025-11-01,92.81,109.68,82.23,95.57,84.15,5.005553986080622,833442656.006667,11,-0.1195
okb,OKB,OKB,2025,October,2025-10-01,182.75,228.74,148.48,188.85,148.48,4.106983626886741,145197747.608065,10,-0.2138
pi-network,Pi Network,PI,2025,July,2025-07-01,0.46,0.51,0.42,0.51,0.44,3.870823659041495,103230093.567419,7,-0.1373
solana,Solana,SOL,2025,June,2025-06-01,149.31,164.96,131.81,156.87,138.98,3.5043416976284396,4083931690.935667,6,-0.1140
tether,Tether,USDT,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.01369236155091692,54657086654.026129,5,0.0000
uniswap,Uniswap,UNI,2025,April,2025-04-01,5.49,6.27,4.76,6.27,5.43,4.956169041095178,158248573.835667,4,-0.1340
vechain,VeChain,VET,2025,March,2025-03-01,0.03,0.03,0.02,0.03,0.02,5.503154228626679,62743582.342258,3,-0.3333
avalanche-2,Avalanche,AVAX,2025,February,2025-02-01,25.48,34.40,21.78,28.38,22.50,4.679755624526368,469010829.399286,2,-0.2072
staked-ether,Lido Staked Ether,STETH,2025,December,2025-12-01,2930.72,2996.75,2799.87,2995.53,2996.75,3.0688661112713547,42721834.290000,12,0.0004
tron,TRON,TRX,2025,January,2025-01-01,0.25,0.27,0.22,0.26,0.25,3.0030569706718486,1072386292.975161,1,-0.0385
zcash,Zcash,ZEC,2025,February,2025-02-01,34.28,43.16,29.77,43.16,36.54,5.133244428862221,52010751.869286,2,-0.1534
bitget-token,Bitget Token,BGB,2024,December,2024-12-01,4.05,8.16,1.60,2.72,4.20,8.709096659803082,234142353.532857,12,0.5441
global-dollar,Global Dollar,USDG,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.014538641050061253,25044333.094839,10,0.0000
pi-network,Pi Network,PI,2025,November,2025-11-01,0.24,0.27,0.22,0.25,0.25,3.6048307204133065,36400333.141667,11,0.0000
quant-network,Quant,QNT,2025,September,2025-09-01,99.54,105.01,86.88,103.77,103.66,2.823685053244012,22174766.680667,9,-0.0011
vechain,VeChain,VET,2025,November,2025-11-01,0.01,0.02,0.01,0.02,0.01,4.47347713106914,34177142.615000,11,-0.5000
ethena-staked-usde,Ethena Staked USDe,SUSDE,2025,August,2025-08-01,1.19,1.19,1.18,1.19,1.19,0.07718664605418074,80527033.940000,8,0.0000
paypal-usd,PayPal USD,PYUSD,2025,November,2025-11-01,1.00,1.00,1.00,1.00,1.00,0.041640765774121215,143477361.003667,11,0.0000
polygon-ecosystem-token,POL (ex-MATIC),POL,2025,February,2025-02-01,0.31,0.41,0.27,0.41,0.27,4.2024405568560415,114293515.408214,2,-0.3415
tron,TRON,TRX,2025,June,2025-06-01,0.27,0.29,0.26,0.27,0.27,1.7740891482387473,645527291.265333,6,0.0000
algorand,Algorand,ALGO,2025,December,2025-12-01,0.14,0.14,0.13,0.14,0.14,2.348160383909502,47072824.766667,12,0.0000
bfusd,BFUSD,BFUSD,2025,December,2025-12-01,1.00,1.00,1.00,1.00,1.00,0.020729624565099438,29155667.863333,12,0.0000
mantle,Mantle,MNT,2024,December,2024-12-01,1.19,1.36,0.91,0.91,1.19,6.222643157763009,190286112.997500,12,0.3077
paypal-usd,PayPal USD,PYUSD,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.019304303795661393,135258412.680645,10,0.0000
polygon-ecosystem-token,POL (ex-MATIC),POL,2025,January,2025-01-01,0.46,0.52,0.39,0.45,0.41,4.054141021134859,131109567.604194,1,-0.0889
ripple,XRP,XRP,2025,January,2025-01-01,2.78,3.31,2.08,2.45,3.13,4.88896529587523,8569952847.800323,1,0.2776
binance-staked-sol,Binance Staked SOL,BNSOL,2025,January,2025-01-01,225.44,267.75,187.46,218.66,262.74,4.499593225233747,17331656.719677,1,0.2016
bitcoin-cash,Bitcoin Cash,BCH,2025,January,2025-01-01,444.94,489.64,410.28,448.98,424.97,3.840208445110942,256481615.828065,1,-0.0535
coinbase-wrapped-btc,Coinbase Wrapped BTC,CBBTC,2025,May,2025-05-01,103263.87,111613.77,94251.47,94251.47,109456.81,1.7256625028794417,327581922.038065,5,0.1613
litecoin,Litecoin,LTC,2025,May,2025-05-01,94.96,105.09,83.42,83.59,100.17,3.6282962830140817,535054468.591290,5,0.1983
pax-gold,PAX Gold,PAXG,2025,July,2025-07-01,3347.40,3426.44,3297.55,3319.69,3346.76,0.5692179084997734,63945035.449677,7,0.0082
ripple-usd,Ripple USD,RLUSD,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.02806876631085471,98291384.332667,9,0.0000
usds,USDS,USDS,2025,April,2025-04-01,1.00,1.00,1.00,1.00,1.00,0.0189533680350783,13954098.946000,4,0.0000
wrapped-beacon-eth,Wrapped Beacon ETH,WBETH,2025,October,2025-10-01,4435.53,5053.92,4018.93,4472.65,4108.83,3.7993853850348582,74856791.415806,10,-0.0813
wrapped-eeth,Wrapped eETH,WEETH,2025,December,2025-12-01,3171.55,3245.53,3030.45,3030.45,3245.53,3.063863184111496,25058291.496667,12,0.0710
ondo-finance,Ondo,ONDO,2025,December,2025-12-01,0.49,0.51,0.46,0.51,0.46,3.623554630242363,71203986.423333,12,-0.0980
pepe,Pepe,PEPE,2025,December,2025-12-01,0.00,0.00,0.00,0.00,0.00,5.047876262553495,372682727.333333,12,
uniswap,Uniswap,UNI,2025,December,2025-12-01,5.87,6.07,5.61,6.07,5.93,2.873868774331495,412506047.153333,12,-0.0231
world-liberty-financial,World Liberty Financial,WLFI,2025,December,2025-12-01,0.16,0.16,0.15,0.16,0.16,3.171463847081821,214082574.313333,12,0.0000
pump-fun,Pump.fun,PUMP,2025,December,2025-12-01,0.00,0.00,0.00,0.00,0.00,5.0138833250382415,184022996.253333,12,
wbnb,Wrapped BNB,WBNB,2025,December,2025-12-01,860.75,877.73,827.56,877.73,876.97,2.764058510561497,512705929.366667,12,-0.0009
arbitrum,Arbitrum,ARB,2025,December,2025-12-01,0.20,0.21,0.19,0.19,0.21,3.935575106040137,134764421.480000,12,0.1053
memecore,MemeCore,M,2025,December,2025-12-01,1.40,1.42,1.37,1.42,1.41,13.956779974130407,33348308.413333,12,-0.0070
monero,Monero,XMR,2025,December,2025-12-01,413.59,437.04,398.05,437.04,405.69,3.5743778400127333,212250393.130000,12,-0.0717
ethereum-classic,Ethereum Classic,ETC,2025,December,2025-12-01,13.44,13.75,12.98,13.75,13.60,2.358760745523371,60846262.723333,12,-0.0109
ethereum,Ethereum,ETH,2025,December,2025-12-01,2929.21,2995.75,2799.04,2992.83,2995.75,3.05178290461291,25659848532.750000,12,0.0010
