ID_Moneda,Nombre_Moneda,Simbolo,Anio,Mes_Nombre,Mes_Referencia,Precio_Promedio_Mensual,Maximo_Mensual,Minimo_Mensual,Precio_Inicio_Mes,Precio_Fin_Mes,Volatilidad_Media_Mensual,Volumen_Promedio_Mensual,Mes_Orden,Retorno_Mensual_Real
binance-peg-weth,Binance-Peg WETH,WETH,2025,January,2025-01-01,3329.73,3685.75,3077.18,3333.11,3077.18,3.103620332893811,82977149.014516,1,-0.0768
bitcoin,Bitcoin,BTC,2025,January,2025-01-01,99696.06,106182.24,92376.28,93507.86,104781.51,2.1834186914239537,53320979250.218387,1,0.1206
dogecoin,Dogecoin,DOGE,2025,July,2025-07-01,0.21,0.27,0.16,0.17,0.21,4.398444315888922,6744821453.415484,7,0.2353
filecoin,Filecoin,FIL,2025,February,2025-02-01,3.43,4.80,3.01,4.80,3.01,4.9249925549859705,196346074.807500,2,-0.3729
kaspa,Kaspa,KAS,2025,March,2025-03-01,0.08,0.09,0.06,0.09,0.06,6.397272147317883,70682446.583226,3,-0.3333
okb,OKB,OKB,2025,February,2025-02-01,48.97,52.83,44.80,52.83,44.80,2.7032564565572796,8290571.751786,2,-0.1520
sui,Sui,SUI,2025,January,2025-01-01,4.56,5.30,3.65,4.12,4.19,4.94794181220336,1503460923.000000,1,0.0170
algorand,Algorand,ALGO,2025,September,2025-09-01,0.23,0.25,0.20,0.23,0.20,2.8208976359200517,81264947.095000,9,-0.1304
ethereum,Ethereum,ETH,2025,May,2025-05-01,2352.09,2676.64,1794.05,1794.05,2546.62,3.8571326763075686,23039757344.302903,5,0.4195
flare-networks,Flare,FLR,2025,May,2025-05-01,0.02,0.02,0.02,0.02,0.02,2.8292549493650885,10323116.210000,5,0.0000
flare-networks,Flare,FLR,2025,July,2025-07-01,0.02,0.03,0.02,0.02,0.02,3.977759622552713,18148538.173226,7,0.0000
global-dollar,Global Dollar,USDG,2025,July,2025-07-01,1.00,1.00,1.00,1.00,1.00,0.015354208347965534,14813732.526129,7,0.0000
htx-dao,HTX DAO,HTX,2025,May,2025-05-01,0.00,0.00,0.00,0.00,0.00,1.8248657165406634,32934297.810323,5,
kaspa,Kaspa,KAS,2025,September,2025-09-01,0.08,0.09,0.08,0.08,0.08,2.703757575932639,42759189.592000,9,0.0000
leo-token,LEO Token,LEO,2025,August,2025-08-01,9.29,9.60,8.92,8.93,9.55,0.7001306624074233,2415759.739355,8,0.0694
near,NEAR Protocol,NEAR,2025,January,2025-01-01,5.14,6.00,4.28,4.91,4.41,4.689331102444005,319583907.316129,1,-0.1018
okb,OKB,OKB,2025,March,2025-03-01,47.02,53.13,40.84,45.03,48.36,3.460897418141782,11854651.944839,3,0.0740
tether-gold,Tether Gold,XAUT,2025,May,2025-05-01,3290.74,3404.70,3192.62,3254.91,3224.24,1.1085539724369846,32479242.653226,5,-0.0094
tron,TRON,TRX,2025,December,2025-12-01,0.28,0.28,0.28,0.28,0.28,0.8473415940971302,687538512.936667,12,0.0000
weth,WETH,WETH,2025,July,2025-07-01,3190.98,3870.87,2404.91,2488.55,3804.33,2.709095496420326,300975268.844839,7,0.5287
aave,Aave,AAVE,2025,June,2025-06-01,263.80,308.03,227.56,246.73,259.11,4.544030497363363,479411861.060000,6,0.0502
cardano,Cardano,ADA,2025,March,2025-03-01,0.76,1.14,0.63,1.14,0.73,10.619979826909715,1640081992.782581,3,-0.3596
ethena,Ethena,ENA,2025,June,2025-06-01,0.29,0.37,0.24,0.31,0.28,6.412222016688008,221375423.375000,6,-0.0968
gatechain-token,Gate,GT,2025,July,2025-07-01,16.52,18.28,15.26,15.39,17.44,1.6790521397731526,9625177.563548,7,0.1332
hyperliquid,Hyperliquid,HYPE,2025,June,2025-06-01,37.47,42.45,32.88,34.15,36.50,4.9346366035251865,327993880.827333,6,0.0688
staked-ether,Lido Staked Ether,STETH,2025,June,2025-06-01,2515.27,2808.35,2225.40,2535.43,2435.53,3.3159579376785944,19012296.873667,6,-0.0394
stellar,Stellar,XLM,2025,July,2025-07-01,0.37,0.50,0.23,0.23,0.44,5.396528351890219,865059231.970645,7,0.9130
filecoin,Filecoin,FIL,2025,May,2025-05-01,2.86,3.24,2.51,2.77,2.77,3.8682795643695385,149510038.792581,5,0.0000
litecoin,Litecoin,LTC,2025,January,2025-01-01,113.03,136.86,98.51,104.62,115.84,4.873106595769043,885532744.436774,1,0.1072
sky,Sky,SKY,2025,March,2025-03-01,0.05,0.07,0.05,0.07,0.06,5.124229184325842,9290584.790645,3,-0.1429
vechain,VeChain,VET,2025,October,2025-10-01,0.02,0.02,0.02,0.02,0.02,5.331131135497548,41583098.345484,10,0.0000
flare-networks,Flare,FLR,2025,August,2025-08-01,0.02,0.03,0.02,0.02,0.02,3.3801081783602593,13357784.813226,8,0.0000
ondo-finance,Ondo,ONDO,2025,July,2025-07-01,0.92,1.14,0.74,0.74,0.99,3.7527456830223,239254666.430968,7,0.3378
pax-gold,PAX Gold,PAXG,2025,October,2025-10-01,4065.10,4444.80,3867.23,3873.27,3962.93,1.5783337526470185,341544420.676452,10,0.0231
bitcoin-cash,Bitcoin Cash,BCH,2025,November,2025-11-01,514.21,557.33,471.88,536.74,549.50,4.347080395927174,385843829.761333,11,0.0238
hedera-hashgraph,Hedera,HBAR,2025,February,2025-02-01,0.23,0.31,0.20,0.31,0.21,4.197759329407669,385148958.277143,2,-0.3226
ondo-finance,Ondo,ONDO,2024,December,2024-12-01,1.70,2.05,1.36,1.65,1.68,5.9156629797128195,531381181.233214,12,0.0182
wrapped-eeth,Wrapped eETH,WEETH,2025,June,2025-06-01,2691.85,3007.90,2384.41,2703.98,2616.58,3.354972825329547,9967577.613000,6,-0.0323
zcash,Zcash,ZEC,2025,November,2025-11-01,537.89,698.87,406.16,406.16,508.79,9.888204277540648,2068620799.527000,11,0.2527
binance-bridged-usdc-bnb-smart-chain,Binance Bridged USDC (BNB Smart Chain),USDC,2025,July,2025-07-01,1.00,1.00,1.00,1.00,1.00,0.06822819161355505,290461522.042903,7,0.0000
ripple,XRP,XRP,2025,September,2025-09-01,2.92,3.12,2.74,2.86,2.86,2.2574311469305752,5263758100.848000,9,0.0000
wrapped-solana,Wrapped SOL,SOL,2025,August,2025-08-01,185.38,214.40,158.63,172.15,214.40,4.382477299971409,1317716607.462903,8,0.2454
wrapped-steth,Wrapped stETH,WSTETH,2025,January,2025-01-01,3960.58,4379.99,3650.31,3971.52,3946.72,3.1327049875393143,55000505.891290,1,-0.0062
kelp-dao-restaked-eth,Kelp DAO Restaked ETH,RSETH,2025,May,2025-05-01,2452.40,2795.47,1867.56,1910.16,2643.71,3.8338915197399355,2380056.336774,5,0.3840
kucoin-shares,KuCoin,KCS,2024,December,2024-12-01,12.19,13.76,10.79,12.64,11.09,3.124385240918997,373975.381071,12,-0.1226
monero,Monero,XMR,2025,January,2025-01-01,208.70,231.87,190.76,197.10,221.18,3.037250741642352,62965215.938710,1,0.1222
monero,Monero,XMR,2025,March,2025-03-01,216.13,229.83,201.55,217.07,224.66,2.4925286199277066,56480199.905161,3,0.0350
official-trump,Official Trump,TRUMP,2025,December,2025-12-01,5.91,6.01,5.74,5.74,6.01,2.08924979430778,270521153.553333,12,0.0470
paypal-usd,PayPal USD,PYUSD,2025,January,2025-01-01,1.00,1.00,1.00,1.00,1.00,0.10692369441188732,30909873.073548,1,0.0000
uniswap,Uniswap,UNI,2025,July,2025-07-01,9.02,10.97,6.62,7.42,10.76,4.749565431081105,662181014.267419,7,0.4501
polkadot,Polkadot,DOT,2025,May,2025-05-01,4.53,5.29,3.92,4.17,4.53,3.872671547842154,237082931.681613,5,0.0863
ripple,XRP,XRP,2025,August,2025-08-01,3.04,3.32,2.77,3.02,2.82,4.037450357810493,6407204708.535806,8,-0.0662
usdtb,USDtb,USDTB,2025,March,2025-03-01,1.00,1.00,1.00,1.00,1.00,0.039316536858226996,259602.916774,3,0.0000
binance-bridged-usdc-bnb-smart-chain,Binance Bridged USDC (BNB Smart Chain),USDC,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.04632674287293983,388244323.993333,9,0.0000
bitcoin-cash,Bitcoin Cash,BCH,2025,April,2025-04-01,325.09,373.60,268.92,303.07,335.87,4.289982319862801,197892415.141667,4,0.1082
bitcoin-cash,Bitcoin Cash,BCH,2025,August,2025-08-01,568.86,618.75,520.19,562.02,553.45,3.7253362907682894,306756766.784839,8,-0.0152
bitget-token,Bitget Token,BGB,2025,June,2025-06-01,4.55,4.82,4.04,4.76,4.65,2.322006807647128,56447948.458000,6,-0.0231
kaspa,Kaspa,KAS,2025,January,2025-01-01,0.13,0.15,0.11,0.12,0.12,5.026568568675224,92028413.480645,1,0.0000
near,NEAR Protocol,NEAR,2025,December,2025-12-01,1.75,1.81,1.63,1.81,1.63,4.101634117456521,208932089.720000,12,-0.0994
tether,Tether,USDT,2025,August,2025-08-01,1.00,1.00,1.00,1.00,1.00,0.022669877754083266,91133789470.021613,8,0.0000
tether-gold,Tether Gold,XAUT,2025,July,2025-07-01,3341.58,3421.08,3302.03,3310.77,3305.44,0.629140943954355,44512634.243226,7,-0.0016
the-open-network,Toncoin,TON,2024,December,2024-12-01,6.03,6.89,5.22,6.77,5.93,4.003117625507399,474411093.405357,12,-0.1241
weth,WETH,WETH,2025,August,2025-08-01,4227.57,4829.06,3394.83,3692.45,4500.83,4.51550228651345,437743242.998387,8,0.2189
binance-bridged-usdt-bnb-smart-chain,Binance Bridged USDT (BNB Smart Chain),BSC-USD,2025,January,2025-01-01,1.00,1.01,1.00,1.00,1.00,0.2754175375388516,361749896.592581,1,0.0000
bitcoin-cash,Bitcoin Cash,BCH,2025,May,2025-05-01,399.71,444.72,353.48,366.11,414.35,3.765791969403359,234368032.744194,5,0.1318
gatechain-token,Gate,GT,2025,August,2025-08-01,17.17,18.11,16.42,17.06,17.12,2.357734521174756,10211686.688710,8,0.0035
global-dollar,Global Dollar,USDG,2025,November,2025-11-01,1.00,1.00,1.00,1.00,1.00,0.012237131002100143,33580921.749000,11,0.0000
polkadot,Polkadot,DOT,2025,November,2025-11-01,2.70,3.26,2.26,2.88,2.34,5.1056802866317,283931229.817667,11,-0.1875
quant-network,Quant,QNT,2025,June,2025-06-01,106.88,122.60,90.43,107.38,97.37,3.80236365866073,25853201.674000,6,-0.0932
shiba-inu,Shiba Inu,SHIB,2025,August,2025-08-01,0.00,0.00,0.00,0.00,0.00,3.6429728456966726,231399614.715161,8,
shiba-inu,Shiba Inu,SHIB,2025,September,2025-09-01,0.00,0.00,0.00,0.00,0.00,2.5163556829857106,219367135.822333,9,
aave,Aave,AAVE,2025,September,2025-09-01,296.81,328.20,259.52,303.97,275.29,3.1891559269614826,398386638.558667,9,-0.0944
arbitrum,Arbitrum,ARB,2024,December,2024-12-01,0.92,1.18,0.73,1.16,0.73,5.778502630998441,855426421.788929,12,-0.3707
bitcoin,Bitcoin,BTC,2025,May,2025-05-01,103284.77,111560.36,94235.75,96855.57,107838.18,1.6952372925556713,33756527355.253226,5,0.1134
blackrock-usd-institutional-digital-liquidity-fund,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,2025,April,2025-04-01,1.00,1.00,1.00,1.00,1.00,0.0,0.000000,4,0.0000
ethereum,Ethereum,ETH,2025,July,2025-07-01,3189.36,3864.12,2405.10,2590.13,3746.94,2.703336267762151,32753330767.577419,7,0.4466
kucoin-shares,KuCoin,KCS,2025,December,2025-12-01,9.94,10.20,9.56,9.56,10.20,4.970958417752624,9045147.043333,12,0.0669
wrapped-bitcoin,Wrapped Bitcoin,WBTC,2025,September,2025-09-01,112946.42,117039.12,108454.83,111138.28,115322.18,1.1935679911704944,242640516.589333,9,0.0376
ethereum-classic,Ethereum Classic,ETC,2025,September,2025-09-01,20.13,22.07,17.87,20.46,18.61,2.279092360003645,85686208.438000,9,-0.0904
leo-token,LEO Token,LEO,2025,July,2025-07-01,8.99,9.08,8.85,9.05,8.96,0.5432903810261064,3511960.833226,7,-0.0099
tron,TRON,TRX,2024,December,2024-12-01,0.28,0.42,0.24,0.33,0.25,5.759319344114786,2752327079.598571,12,-0.2424
usdt0,USDT0,USDT0,2025,February,2025-02-01,1.00,1.00,0.99,1.00,1.00,0.23175902626577036,1048584.953571,2,0.0000
usdt0,USDT0,USDT0,2025,November,2025-11-01,1.00,1.00,1.00,1.00,1.00,0.049125171303030915,305536474.988333,11,0.0000
usdtb,USDtb,USDTB,2025,December,2025-12-01,1.00,1.00,1.00,1.00,1.00,0.047688076265282396,908142.060000,12,0.0000
kelp-dao-restaked-eth,Kelp DAO Restaked ETH,RSETH,2025,June,2025-06-01,2633.16,2938.14,2333.36,2651.01,2537.80,3.333638536050769,1608643.144000,6,-0.0427
sky,Sky,SKY,2025,August,2025-08-01,0.07,0.09,0.06,0.08,0.07,4.136384411817967,3355211.587419,8,-0.1250
stellar,Stellar,XLM,2025,October,2025-10-01,0.34,0.41,0.30,0.40,0.30,3.9879187142521926,306409715.133871,10,-0.2500
aave,Aave,AAVE,2025,February,2025-02-01,250.56,333.03,201.92,276.48,253.04,5.362274100936416,457330917.857143,2,-0.0848
rocket-pool-eth,Rocket Pool ETH,RETH,2025,February,2025-02-01,3037.09,3686.22,2599.52,3686.22,2631.49,3.4545942386203703,17705104.073929,2,-0.2861
usdtb,USDtb,USDTB,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.07735993145803241,4008218.795484,10,0.0000
wrapped-eeth,Wrapped eETH,WEETH,2025,November,2025-11-01,3493.28,4220.72,2990.82,4182.24,3261.03,3.5783632333754034,27441382.644667,11,-0.2203
ethena-usde,Ethena USDe,USDE,2025,February,2025-02-01,1.00,1.00,1.00,1.00,1.00,0.10152991123903256,107620634.432857,2,0.0000
syrupusdt,syrupUSDT,SYRUPUSDT,2025,September,2025-09-01,1.10,1.10,1.10,1.10,1.10,,802399.640000,9,0.0000
whitebit,WhiteBIT Coin,WBT,2025,December,2025-12-01,59.19,61.52,57.95,58.09,61.52,1.5254206427896972,144638109.243333,12,0.0590
worldcoin-wld,Worldcoin,WLD,2025,February,2025-02-01,1.26,1.77,1.05,1.77,1.26,5.3255365307834515,250856892.928214,2,-0.2881
aave,Aave,AAVE,2025,January,2025-01-01,317.23,370.54,281.31,318.90,337.54,4.886002950658961,640938895.682903,1,0.0585
bitcoin,Bitcoin,BTC,2025,August,2025-08-01,115082.60,123560.99,108480.31,114199.11,108781.96,1.7671059787495087,41066552012.619032,8,-0.0474
flare-networks,Flare,FLR,2025,November,2025-11-01,0.01,0.02,0.01,0.02,0.02,4.08561443840723,8819196.770000,11,0.0000
leo-token,LEO Token,LEO,2025,November,2025-11-01,9.40,9.82,8.69,9.55,9.69,1.94144812792091,1064759.858667,11,0.0147
mantle,Mantle,MNT,2025,November,2025-11-01,1.18,1.46,0.95,1.46,0.99,4.633413830611972,117222777.465333,11,-0.3219
ripple,XRP,XRP,2025,November,2025-11-01,2.25,2.53,1.95,2.51,2.20,3.9584035068778802,4869865634.429333,11,-0.1235
binance-peg-weth,Binance-Peg WETH,WETH,2025,March,2025-03-01,2029.14,2520.21,1806.65,2214.56,2010.62,4.739612300192208,40394237.665484,3,-0.0921
ethena-staked-usde,Ethena Staked USDe,SUSDE,2025,May,2025-05-01,1.17,1.18,1.17,1.17,1.17,0.05125075464117182,26845344.887742,5,0.0000
ethena-usde,Ethena USDe,USDE,2025,October,2025-10-01,1.00,1.00,1.00,1.00,1.00,0.08094537520961215,615722546.887742,10,0.0000
wrapped-beacon-eth,Wrapped Beacon ETH,WBETH,2025,September,2025-09-01,4688.74,5078.76,4167.52,4729.49,4548.03,2.3730740861834216,10929964.504000,9,-0.0384
aptos,Aptos,APT,2025,May,2025-05-01,5.35,6.16,4.76,5.44,4.76,4.359740001461542,190265553.571290,5,-0.1250
avalanche-2,Avalanche,AVAX,2024,December,2024-12-01,44.78,54.18,35.86,50.62,42.83,6.031332183133544,943738612.007143,12,-0.1539
dai,Dai,DAI,2024,December,2024-12-01,1.00,1.00,1.00,1.00,1.00,0.16678719522411609,145452534.825000,12,0.0000
ethena-staked-usde,Ethena Staked USDe,SUSDE,2024,December,2024-12-01,1.13,1.14,1.13,1.13,1.14,0.24846489234606156,43508203.640714,12,0.0089
litecoin,Litecoin,LTC,2025,July,2025-07-01,100.02,119.09,83.20,86.07,112.32,2.910344416510488,808299324.821613,7,0.3050
pepe,Pepe,PEPE,2025,March,2025-03-01,0.00,0.00,0.00,0.00,0.00,7.257194742913633,744146712.613548,3,
sky,Sky,SKY,2025,July,2025-07-01,0.08,0.10,0.08,0.08,0.09,3.770947767578745,5146064.738710,7,0.1250
sui,Sui,SUI,2025,June,2025-06-01,3.01,3.49,2.45,3.35,2.81,4.910524551031675,912061120.683333,6,-0.1612
bitget-token,Bitget Token,BGB,2025,September,2025-09-01,5.02,5.30,4.53,4.53,5.18,2.408420033726558,278659418.551667,9,0.1435
flare-networks,Flare,FLR,2025,September,2025-09-01,0.02,0.03,0.02,0.02,0.03,3.5163674403962415,12762944.094667,9,0.5000
kelp-dao-restaked-eth,Kelp DAO Restaked ETH,RSETH,2025,September,2025-09-01,4577.76,4956.34,4076.11,4607.55,4424.80,2.382892814377096,4196657.315000,9,-0.0397
mantle,Mantle,MNT,2025,September,2025-09-01,1.52,1.92,1.11,1.16,1.79,5.339966449572103,391932308.094667,9,0.5431
polkadot,Polkadot,DOT,2025,February,2025-02-01,4.97,6.31,4.41,5.93,4.96,4.465012757438742,302539674.352500,2,-0.1636
usd-coin,USDC,USDC,2025,May,2025-05-01,1.00,1.00,1.00,1.00,1.00,0.004056610216117547,9201666109.281613,5,0.0000
aptos,Aptos,APT,2025,September,2025-09-01,4.37,4.69,3.92,4.25,4.22,2.7289976862371286,488925592.897667,9,-0.0071
jupiter-perpetuals-liquidity-provider-token,Jupiter Perpetuals Liquidity Provider Token,JLP,2025,June,2025-06-01,4.41,4.61,4.16,4.47,4.33,1.6428316726495344,48168314.341667,6,-0.0313
mantle,Mantle,MNT,2025,April,2025-04-01,0.71,0.80,0.66,0.80,0.73,2.3206189796369405,230584296.176667,4,-0.0875
ripple,XRP,XRP,2025,April,2025-04-01,2.10,2.30,1.79,2.09,2.12,3.891896513479549,3852906526.363333,4,0.0144
stellar,Stellar,XLM,2025,September,2025-09-01,0.37,0.41,0.35,0.35,0.37,2.6020561249962584,225855056.985000,9,0.0571
tether-gold,Tether Gold,XAUT,2025,November,2025-11-01,4064.03,4213.23,3922.52,3982.93,4126.51,1.1008032443563243,2551173911.787000,11,0.0360
zcash,Zcash,ZEC,2025,July,2025-07-01,41.61,45.60,36.90,38.96,44.09,3.438661885151081,47484948.183548,7,0.1317
ethena,Ethena,ENA,2025,January,2025-01-01,0.92,1.25,0.66,1.03,0.76,6.652622163706367,555686924.094194,1,-0.2621
paypal-usd,PayPal USD,PYUSD,2025,February,2025-02-01,1.00,1.00,1.00,1.00,1.00,0.08707287148500133,35822074.482857,2,0.0000
pi-network,Pi Network,PI,2025,September,2025-09-01,0.33,0.37,0.26,0.34,0.27,4.314348914005657,47637933.438000,9,-0.2059
ripple,XRP,XRP,2025,October,2025-10-01,2.62,3.04,2.30,2.94,2.39,3.604302708243049,5758526930.380968,10,-0.1871
stellar,Stellar,XLM,2025,May,2025-05-01,0.29,0.32,0.26,0.27,0.28,3.092082688469362,235778169.018065,5,0.0370
worldcoin-wld,Worldcoin,WLD,2025,November,2025-11-01,0.71,0.87,0.59,0.84,0.65,5.515624273419696,152198663.018000,11,-0.2262
wrapped-beacon-eth,Wrapped Beacon ETH,WBETH,2024,December,2024-12-01,3856.91,4237.83,3470.22,4221.65,3548.71,3.6080631525100513,17649938.085357,12,-0.1594
ethereum,Ethereum,ETH,2025,February,2025-02-01,2706.11,3296.39,2305.32,3296.39,2325.85,3.376552881423765,29428156845.214286,2,-0.2944
leo-token,LEO Token,LEO,2024,December,2024-12-01,9.34,9.58,8.93,9.53,9.19,2.40461190576343,1784042.219286,12,-0.0357
bitget-token,Bitget Token,BGB,2025,April,2025-04-01,4.38,4.65,4.01,4.51,4.43,2.7675826287610663,124540239.326000,4,-0.0177
cosmos,Cosmos Hub,ATOM,2025,May,2025-05-01,4.72,5.38,4.07,4.43,4.99,3.6068637294816623,118475242.508387,5,0.1264
falcon-finance,Falcon USD,USDF,2025,September,2025-09-01,1.00,1.00,1.00,1.00,1.00,0.047082176332747375,40615907.552333,9,0.0000
pepe,Pepe,PEPE,2025,April,2025-04-01,0.00,0.00,0.00,0.00,0.00,5.802504358006089,755782846.532333,4,
worldcoin-wld,Worldcoin,WLD,2025,May,2025-05-01,1.18,1.52,0.87,1.13,1.37,7.299465514056096,337031727.081935,5,0.2124
zcash,Zcash,ZEC,2025,September,2025-09-01,50.21,72.25,40.54,40.63,48.63,4.845809752858841,83237299.953667,9,0.1969
monero,Monero,XMR,2025,August,2025-08-01,271.82,306.34,236.00,306.34,263.02,3.3750547941712425,98002571.151935,8,-0.1414
pi-network,Pi Network,PI,2025,March,2025-03-01,1.36,2.15,0.78,2.15,0.78,12.397047301346916,573860968.605161,3,-0.6372
syrupusdc,syrupUSDC,SYRUPUSDC,2025,April,2025-04-01,1.09,1.10,1.09,1.09,1.10,0.08314066513273295,918858.771333,4,0.0092
zcash,Zcash,ZEC,2025,June,2025-06-01,45.32,54.46,38.12,54.46,40.11,4.248575314980372,36298205.514333,6,-0.2635
avalanche-2,Avalanche,AVAX,2025,January,2025-01-01,37.48,44.00,32.19,35.67,36.95,4.2832843290716465,483963567.675161,1,0.0359
cardano,Cardano,ADA,2024,December,2024-12-01,1.02,1.23,0.86,1.20,0.86,5.118640399538871,1976505947.093571,12,-0.2833
dogecoin,Dogecoin,DOGE,2025,April,2025-04-01,0.16,0.18,0.14,0.17,0.18,4.734545912423609,1305312244.585667,4,0.0588
solana,Solana,SOL,2025,April,2025-04-01,130.86,152.33,105.49,124.87,149.15,4.648530592741787,4599314668.992333,4,0.1944
usdt0,USDT0,USDT0,2025,March,2025-03-01,1.00,1.00,0.99,1.00,1.00,0.24893003403703945,18752468.123226,3,0.0000
whitebit,WhiteBIT Coin,WBT,2025,November,2025-11-01,55.07,61.32,47.06,47.06,58.80,4.4919646131013415,136185937.625333,11,0.2495
wrapped-bitcoin,Wrapped Bitcoin,WBTC,2025,October,2025-10-01,114212.86,124798.91,106603.81,114246.23,108195.12,2.0120645361422205,402957614.012903,10,-0.0530
binancecoin,BNB,BNB,2025,December,2025-12-01,860.68,877.80,827.49,827.49,876.75,2.7659045473518407,1832828228.056667,12,0.0595
hyperliquid,Hyperliquid,HYPE,2025,April,2025-04-01,15.45,19.15,10.27,11.72,17.97,6.487860865687314,129874173.901000,4,0.5333
internet-computer,Internet Computer,ICP,2025,April,2025-04-01,4.98,5.42,4.56,5.32,5.10,3.867007138182694,67908552.065333,4,-0.0414
mantle,Mantle,MNT,2025,July,2025-07-01,0.69,0.83,0.56,0.59,0.76,3.218003134286466,227746785.243871,7,0.2881
usdtb,USDtb,USDTB,2025,July,2025-07-01,1.00,1.00,1.00,1.00,1.00,0.02873778931489125,5075806.477097,7,0.0000
wrapped-steth,Wrapped stETH,WSTETH,2025,May,2025-05-01,2825.31,3222.31,2153.42,2153.42,3083.85,3.764728112747658,30336688.190645,5,0.4321
cardano,Cardano,ADA,2025,August,2025-08-01,0.83,0.96,0.70,0.74,0.93,4.270868608503253,1946377073.356774,8,0.2568
crypto-com-chain,Cronos,CRO,2025,November,2025-11-01,0.12,0.15,0.10,0.15,0.11,4.6155114112847935,30821293.080667,11,-0.2667
ethereum,Ethereum,ETH,2025,January,2025-01-01,3329.32,3687.14,3076.49,3336.62,3248.25,3.1349399932512862,25924604607.112903,1,-0.0265
pump-fun,Pump.fun,PUMP,2025,July,2025-07-01,0.00,0.01,0.00,0.01,0.00,10.713821524047907,646237878.518333,7,-1.0000
rocket-pool-eth,Rocket Pool ETH,RETH,2025,October,2025-10-01,4711.34,5365.67,4288.80,4968.81,4571.69,3.670670277518563,6392356.084516,10,-0.0799
syrupusdc,syrupUSDC,SYRUPUSDC,2025,May,2025-05-01,1.10,1.10,1.10,1.10,1.10,0.08576997743965098,919056.290968,5,0.0000
cosmos,Cosmos Hub,ATOM,2025,January,2025-01-01,6.47,7.45,5.67,6.19,6.12,4.425841151418326,192661790.696452,1,-0.0113
ethena-usde,Ethena USDe,USDE,2024,December,2024-12-01,1.00,1.00,1.00,1.00,1.00,0.10956350337030381,148136897.855000,12,0.0000
hashnote-usyc,Circle USYC,USYC,2025,August,2025-08-01,1.10,1.10,1.09,1.09,1.10,0.039629539886026674,212236.081786,8,0.0092
leo-token,LEO Token,LEO,2025,February,2025-02-01,9.67,9.92,8.74,9.77,9.23,1.1779779372250843,1437918.357500,2,-0.0553
quant-network,Quant,QNT,2025,January,2025-01-01,109.66,121.71,97.13,115.46,97.13,5.099052417463379,38585346.840968,1,-0.1588
quant-network,Quant,QNT,2025,October,2025-10-01,90.37,106.62,78.59,104.55,78.59,3.6491005830928125,23872425.230000,10,-0.2483
sui,Sui,SUI,2025,May,2025-05-01,3.69,4.12,3.21,3.51,3.21,4.063722186961026,1602697358.483871,5,-0.0855
tether,Tether,USDT,2025,July,2025-07-01,1.00,1.00,1.00,1.00,1.00,0.015456530472249161,97126494854.559355,7,0.0000
uniswap,Uniswap,UNI,2025,February,2025-02-01,9.34,11.76,7.86,11.76,7.95,4.814029850835493,324006992.888571,2,-0.3240
binance-bridged-usdt-bnb-smart-chain,Binance Bridged USDT (BNB Smart Chain),BSC-USD,2025,June,2025-06-01,1.00,1.00,1.00,1.00,1.00,0.10279232197377602,4620114151.772000,6,0.0000
binance-peg-weth,Binance-Peg WETH,WETH,2025,April,2025-04-01,1687.24,1906.84,1470.64,1557.06,1799.35,4.597098922459888,34674376.718333,4,0.1556
binancecoin,BNB,BNB,2025,April,2025-04-01,591.14,617.65,553.40,605.50,600.59,2.019667702160343,822121072.169333,4,-0.0081
dogecoin,Dogecoin,DOGE,2025,February,2025-02-01,0.25,0.33,0.20,0.26,0.21,4.190199990242885,2141693212.232857,2,-0.1923
kucoin-shares,KuCoin,KCS,2025,October,2025-10-01,14.40,16.17,13.02,15.55,13.63,1.8372943121325866,7939051.423871,10,-0.1235
ripple-usd,Ripple USD,RLUSD,2025,February,2025-02-01,1.00,1.00,1.00,1.00,1.00,0.13109076178684373,133255679.937857,2,0.0000
sui,Sui,SUI,2024,December,2024-12-01,4.30,4.82,3.67,3.71,4.51,7.354663368704209,2300307796.152500,12,0.2156
syrupusdc,syrupUSDC,SYRUPUSDC,2025,July,2025-07-01,1.11,1.11,1.11,1.11,1.11,0.052333918723971105,6470024.666452,7,0.0000
wrapped-bitcoin,Wrapped Bitcoin,WBTC,2025,June,2025-06-01,105649.09,110266.39,100759.59,104740.19,105359.56,1.7076295811573299,205075664.148667,6,0.0059
crypto-com-chain,Cronos,CRO,2025,April,2025-04-01,0.09,0.10,0.08,0.10,0.09,4.518656035881714,30919159.327333,4,-0.1000
ignition-fbtc,Function FBTC,FBTC,2025,September,2025-09-01,112982.26,116748.66,108003.70,108003.70,109934.55,1.322421012233765,239151.100333,9,0.0179
leo-token,LEO Token,LEO,2025,June,2025-06-01,9.01,9.27,8.50,8.64,8.99,1.9691057631977888,4948019.594000,6,0.0405
official-trump,Official Trump,TRUMP,2025,May,2025-05-01,12.81,14.88,10.85,13.21,10.85,6.864508904472533,1171426372.239032,5,-0.1787
chainlink,Chainlink,LINK,2025,April,2025-04-01,13.19,15.05,10.89,12.85,14.94,4.797494665196285,457144344.486667,4,0.1626
kucoin-shares,KuCoin,KCS,2025,August,2025-08-01,12.16,14.10,10.42,10.62,14.10,3.5904879381456944,5680289.955161,8,0.3277
